Name,Glasanteil_Süd_[%],Klimaszenario,Glasanteil_WestOst_[%],Glasanteil_Nord_[%],Produktwahl_Verglasung,Produktwahl_Verschattung,Dämmstärke_[m],Glasanteil_Nord_[%],VolSpez_Wärmekap_[kJ/m3K],Klimaszenario,,Anteil_Unzufrieden_[%],Tageslichtfaktor_[%],Kühlenergie_[kWh/Jahr],Heizenergie_[kWh/Jahr],Investitionskosten_[EUR],Energie_Kunstlicht_[kWh/Jahr],Primärenergie_Total_[kWh/Jahr],Betriebskosten_[EUR/Jahr],Investitionskosten_[EUR],Heizenergie_[kWh/Jahr]
r3n10065,34.75,2060 warmer Sommer mit Klimaschutz,92.76,87.21,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.1542,87.21,1042.3,2060 warmer Sommer mit Klimaschutz,r3n10065,7.422,2.289,56834.5,85968.8,631147,10803.7,239007.2,35612.8,631147,85968.8
r3n10066,91.34,2000 Durchschnittsjahr,5.408,13.16,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.13,13.16,1252.8,2000 Durchschnittsjahr,r3n10066,7.532,0.6801,22881.6,75388.4,493769.6,18648,219722.5,33042.1,493769.6,75388.4
r3n10067,62.63,2060 warmer Sommer mit Klimaschutz,86.05,24.11,Q-Air 4-fach Krypton U=0.3 g=20%,ROLLER-SHADE,0.1242,24.11,1545.7,2060 warmer Sommer mit Klimaschutz,r3n10067,7.38,1.908,54687.8,81826.1,627293.8,11570.5,234040,35068.4,627293.8,81826.1
r3n10068,9.1,2060 warmer Sommer mit Klimaschutz,28.48,5.006,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.1329,5.006,1950.2,2060 warmer Sommer mit Klimaschutz,r3n10068,7.371,0.3951,38201.8,64073.1,496037,25225,227021.4,35288,496037,64073.1
r3n10069,25.61,2000 Durchschnittsjahr,13.37,94.39,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.1437,94.39,1533.5,2000 Durchschnittsjahr,r3n10069,7.628,1.2,21870.1,82406.6,494083.1,17980.3,226482.7,33668.3,494083.1,82406.6
r3n10070,2.645,2060 Durchschnittsjahr mit Klimaschutz,83.9,75.76,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.1867,75.76,604,2060 Durchschnittsjahr mit Klimaschutz,r3n10070,7.449,1.77,39999.5,79836.7,564175.3,12786.6,224926.8,33603.5,564175.3,79836.7
r3n10071,50.92,2060 warmer Sommer mit Klimaschutz,65.99,0.3734,SGG Planitherm 3-fach Argon U=0.7 g=42%,ROLLER-SHADE,0.1219,0.3734,1396.7,2060 warmer Sommer mit Klimaschutz,r3n10071,7.355,1.367,47488.2,75286.6,578030.8,13803.1,225736.6,34126.7,578030.8,75286.6
r3n10072,76.83,2060 Durchschnittsjahr mit Klimaschutz,13.54,43.29,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1705,43.29,1844.8,2060 Durchschnittsjahr mit Klimaschutz,r3n10072,7.346,0.9812,30630.5,65669.5,527453.5,17003.1,209580.2,32035.1,527453.5,65669.5
r3n10073,55.83,2000 Durchschnittsjahr,6.104,49.28,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.1966,49.28,1314.2,2000 Durchschnittsjahr,r3n10073,7.488,0.7608,22051.8,64636.3,478484.9,19317,207283.5,31710.4,478484.9,64636.3
r3n10074,24.15,2000 Durchschnittsjahr,25.74,90.19,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.1763,90.19,613.7,2000 Durchschnittsjahr,r3n10074,7.536,1.122,23079.5,77264.6,502029.7,16000.1,217362.7,32464.3,502029.7,77264.6
r3n10075,40.78,2000 Durchschnittsjahr,51.2,60.38,Standard 2-fach Argon U=1.1 g=34%,ROLLER-SHADE,0.1494,60.38,515.3,2000 Durchschnittsjahr,r3n10075,7.5,1.565,26626.8,83692.7,543833.7,13728,223255.5,32984.2,543833.7,83692.7
r3n10076,94.27,2000 Durchschnittsjahr,85.71,60.62,Standard 2-fach Argon U=1.1 g=34%,ROLLER-SHADE,0.1266,60.62,1692.6,2000 Durchschnittsjahr,r3n10076,7.525,2.403,36987.4,97872.2,639651,10513.1,241011.3,34982.4,639651,97872.2
r3n10077,13.14,2060 warmer Sommer mit Klimaschutz,26.87,80.23,SunGuard 3-fach Argon U=0.6 g=23%,SCREEN-SHADE,0.1037,80.23,1010.5,2060 warmer Sommer mit Klimaschutz,r3n10077,7.499,1.025,39769,84078.7,502910.3,17213.2,237995.5,35589,502910.3,84078.7
r3n10078,89.88,2060 warmer Sommer mit Klimaschutz,80.13,38.23,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.144,38.23,2840.9,2060 warmer Sommer mit Klimaschutz,r3n10078,7.359,2.107,56804.3,80658.2,649067.6,11066.8,232968.3,34973.9,649067.6,80658.2
r3n10079,15.83,2000 Durchschnittsjahr,99.77,58.4,SGG Planitherm 3-fach Argon U=0.7 g=42%,ROLLER-SHADE,0.1181,58.4,2425.8,2000 Durchschnittsjahr,r3n10079,7.604,2.05,32631.8,99043.6,608841.6,11524.3,241647.3,34998.9,608841.6,99043.6
r3n10080,90.2,2000 Durchschnittsjahr,57.74,31.31,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.1434,31.31,2319.6,2000 Durchschnittsjahr,r3n10080,7.478,1.802,29995.4,84252.5,577433.2,12627,223973.9,33066.2,577433.2,84252.5
r3n10081,29.55,2000 Durchschnittsjahr,20.36,40.02,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.1445,40.02,2280.4,2000 Durchschnittsjahr,r3n10081,7.578,0.7585,21493.7,75293.9,479364,19067.4,219524.3,33014.5,479364,75293.9
r3n10082,77.51,2060 Durchschnittsjahr mit Klimaschutz,85.65,22.28,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1108,22.28,1309.6,2060 Durchschnittsjahr mit Klimaschutz,r3n10082,7.443,1.999,44301.5,88194.6,620855.9,11764.4,235876.2,34867.8,620855.9,88194.6
r3n10083,60.09,2060 warmer Sommer mit Klimaschutz,72.97,49.72,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.181,49.72,2094.1,2060 warmer Sommer mit Klimaschutz,r3n10083,7.333,1.94,52603.5,74409.1,616272.4,11887.9,224292.3,33940.9,616272.4,74409.1
r3n10084,99.88,2060 Durchschnittsjahr mit Klimaschutz,89.5,4.285,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.1614,4.285,1741.5,2060 Durchschnittsjahr mit Klimaschutz,r3n10084,7.373,1.889,47701.6,78733.4,642135.1,11446.3,225780.3,33847.8,642135.1,78733.4
r3n10085,55.41,2060 Durchschnittsjahr mit Klimaschutz,94.13,99.21,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.1677,99.21,1440.5,2060 Durchschnittsjahr mit Klimaschutz,r3n10085,7.484,2.406,47854.6,91315.3,636947.5,10605.9,239729.7,35298.1,636947.5,91315.3
r3n10086,30.26,2060 warmer Sommer mit Klimaschutz,79.47,18.54,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.1152,18.54,792.6,2060 warmer Sommer mit Klimaschutz,r3n10086,7.392,1.547,49553,80908.4,583179.1,13005.9,232417.9,34854.4,583179.1,80908.4
r3n10087,36.57,2060 warmer Sommer mit Klimaschutz,78.52,21.68,SunGuard 3-fach Argon U=0.6 g=18%,<value not set>,0.1444,21.68,2830.8,2060 warmer Sommer mit Klimaschutz,r3n10087,7.355,1.591,49876.3,75215,603070.1,12778.7,225242.4,34044,603070.1,75215
r3n10088,47.18,2060 Durchschnittsjahr mit Klimaschutz,57.2,4.647,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.1013,4.647,1684.1,2060 Durchschnittsjahr mit Klimaschutz,r3n10088,7.477,1.255,33987.2,84425.4,558639.6,14870.5,230668.9,34249.5,558639.6,84425.4
r3n10089,54.93,2000 Durchschnittsjahr,85.53,6.16,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1837,6.16,2757.9,2000 Durchschnittsjahr,r3n10089,7.468,1.692,32031.7,78291.8,581880.7,12237.8,217214.8,32352.3,581880.7,78291.8
r3n10090,50.41,2060 warmer Sommer mit Klimaschutz,52.4,39.07,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1246,39.07,1490.4,2060 warmer Sommer mit Klimaschutz,r3n10090,7.379,1.526,45999.4,77403.7,566726.2,13805.2,227443,34255.8,566726.2,77403.7
r3n10091,36.75,2060 Durchschnittsjahr mit Klimaschutz,37.03,24.64,SunGuard 3-fach Argon U=0.6 g=23%,SCREEN-SHADE,0.1689,24.64,1787.4,2060 Durchschnittsjahr mit Klimaschutz,r3n10091,7.375,0.8857,30627.6,65582.9,525630.4,16707.3,208935.2,31927.2,525630.4,65582.9
r3n10092,44.21,2000 Durchschnittsjahr,65.77,68.92,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.1484,68.92,2788.7,2000 Durchschnittsjahr,r3n10092,7.543,1.886,28875.4,88970.3,588973.6,12526.5,228887.8,33553.2,588973.6,88970.3
r3n10093,32.44,2000 Durchschnittsjahr,62.36,68.2,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.1611,68.2,2301.9,2000 Durchschnittsjahr,r3n10093,7.538,1.764,27617.8,85302.7,563066.4,13083.2,224653.8,33100.5,563066.4,85302.7
r3n10094,18.98,2060 warmer Sommer mit Klimaschutz,79.83,31.6,Standard 2-fach Argon U=1.1 g=34%,<value not set>,0.1661,31.6,2013.8,2060 warmer Sommer mit Klimaschutz,r3n10094,7.349,1.534,49252.7,72429.7,589790.6,13053.9,221958.9,33687.8,589790.6,72429.7
r3n10095,9.356,2000 Durchschnittsjahr,41.05,99.27,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.1911,99.27,1736.5,2000 Durchschnittsjahr,r3n10095,7.554,1.234,24041.3,79818,526721.4,14921,219113.3,32565.2,526721.4,79818
r3n10096,96.38,2000 Durchschnittsjahr,38.37,52.05,SunGuard 3-fach Argon U=0.6 g=23%,<value not set>,0.1848,52.05,713.3,2000 Durchschnittsjahr,r3n10096,7.415,1.55,28699.8,77031.4,556579.7,13229.2,215454.8,32142.2,556579.7,77031.4
r3n10097,45.16,2000 Durchschnittsjahr,70.65,25.07,SunGuard 3-fach Argon U=0.6 g=23%,SCREEN-SHADE,0.1699,25.07,2473.8,2000 Durchschnittsjahr,r3n10097,7.489,1.583,28744.7,79304.6,563303.7,13045.2,217931.5,32396.3,563303.7,79304.6
r3n10098,30.87,2060 Durchschnittsjahr mit Klimaschutz,23.96,57.94,SunGuard 3-fach Argon U=0.6 g=23%,<value not set>,0.1144,57.94,2696.3,2060 Durchschnittsjahr mit Klimaschutz,r3n10098,7.519,0.9945,28887.6,81643.1,517522.1,17529.8,228994.5,34181.2,517522.1,81643.1
r3n10099,94.98,2060 warmer Sommer mit Klimaschutz,4.874,60.75,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.1996,60.75,1771.7,2060 warmer Sommer mit Klimaschutz,r3n10099,7.264,1.028,41406.6,61234.3,536590.8,16450.6,209684.1,32422.5,536590.8,61234.3
r3n10100,14.28,2060 warmer Sommer mit Klimaschutz,93.45,7.101,SunGuard 3-fach Argon U=0.6 g=18%,<value not set>,0.13,7.101,2619.6,2060 warmer Sommer mit Klimaschutz,r3n10100,7.388,1.423,50731.8,77904.4,605789.2,12940.5,229336.8,34553.1,605789.2,77904.4
r3n10101,75.39,2060 Durchschnittsjahr mit Klimaschutz,17.4,68.13,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1235,68.13,1484.7,2060 Durchschnittsjahr mit Klimaschutz,r3n10101,7.442,1.27,31675.1,80086.1,533027.4,15656.9,225397.3,33667,533027.4,80086.1
r3n10102,21.49,2060 Durchschnittsjahr mit Klimaschutz,92.16,46.68,SGG Planitherm 3-fach Argon U=0.7 g=42%,SCREEN-SHADE,0.1056,46.68,326.3,2060 Durchschnittsjahr mit Klimaschutz,r3n10102,7.471,1.878,41985.3,92656.8,580516.7,12301,240903.7,35396.6,580516.7,92656.8
r3n10103,81.07,2060 warmer Sommer mit Klimaschutz,79.38,15.38,SunGuard 3-fach Argon U=0.6 g=23%,SCREEN-SHADE,0.1677,15.38,1052.3,2060 warmer Sommer mit Klimaschutz,r3n10103,7.311,1.857,55191,73581.8,623176,11702.6,224496.7,34046.3,623176,73581.8
r3n10104,87.1,2060 Durchschnittsjahr mit Klimaschutz,32.52,20.54,SunGuard 3-fach Argon U=0.6 g=23%,<value not set>,0.1323,20.54,1474,2060 Durchschnittsjahr mit Klimaschutz,r3n10104,7.371,1.165,33656.9,73881.8,551572.2,15066.4,217946.9,32849.7,551572.2,73881.8
r3n10105,90.88,2060 warmer Sommer mit Klimaschutz,24.62,58.16,Standard 2-fach Argon U=1.1 g=34%,<value not set>,0.1133,58.16,997.3,2060 warmer Sommer mit Klimaschutz,r3n10105,7.38,1.449,44760.9,79795.4,552944.9,14243,230404.5,34587.1,552944.9,79795.4
r3n10106,41.66,2000 Durchschnittsjahr,30.05,65.86,SGG Planitherm 3-fach Argon U=0.7 g=42%,SCREEN-SHADE,0.1802,65.86,637.3,2000 Durchschnittsjahr,r3n10106,7.487,1.165,23854.3,74666.4,513131.3,15267.5,213327.4,31958.1,513131.3,74666.4
r3n10107,66.21,2060 Durchschnittsjahr mit Klimaschutz,25.84,4.843,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1511,4.843,1473.6,2060 Durchschnittsjahr mit Klimaschutz,r3n10107,7.343,0.7414,30506.6,65086.8,522121.3,17498.6,209678,32101.2,522121.3,65086.8
r3n10108,6.723,2000 Durchschnittsjahr,71.82,14.01,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.1364,14.01,1295.3,2000 Durchschnittsjahr,r3n10108,7.547,1.177,25892.6,82024.3,542097.7,14889.1,222863.8,33052.7,542097.7,82024.3
r3n10109,21.46,2060 Durchschnittsjahr mit Klimaschutz,81.8,19.18,Standard 2-fach Argon U=1.1 g=34%,ROLLER-SHADE,0.1127,19.18,367.6,2060 Durchschnittsjahr mit Klimaschutz,r3n10109,7.439,1.491,38521.1,85232.5,557457.3,13534,231973.8,34415.8,557457.3,85232.5
r3n10110,71.04,2060 warmer Sommer mit Klimaschutz,81.72,32.04,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.1377,32.04,1644,2060 warmer Sommer mit Klimaschutz,r3n10110,7.363,2.016,54971.8,80005.2,629181.3,11465.3,231783.4,34816.2,629181.3,80005.2
r5n10001,40.01,2000 Durchschnittsjahr,96.68,53.69,SGG Planitherm 3-fach Argon U=0.7 g=42%,ROLLER-SHADE,0.1547,53.69,460.1,2000 Durchschnittsjahr,r5n10001,7.511,2.119,35126.9,91992.3,611026.7,11166.9,233881.3,34195.6,611026.7,91992.3
r5n10002,74.67,2060 warmer Sommer mit Klimaschutz,63.74,94.35,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1326,94.35,1416.5,2060 warmer Sommer mit Klimaschutz,r5n10002,7.4,2.496,53810.7,86215,617085,11359.2,238486.6,35499.4,617085,86215
r5n10003,14.8,2060 warmer Sommer mit Klimaschutz,29.17,39.88,SGG Planitherm 3-fach Argon U=0.7 g=42%,ROLLER-SHADE,0.1712,39.88,1936.6,2060 warmer Sommer mit Klimaschutz,r5n10003,7.343,0.74,38380.2,61524.2,506326.3,18946.9,212718.2,32941,506326.3,61524.2
r5n10004,48.87,2060 warmer Sommer mit Klimaschutz,88.02,25.03,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.1299,25.03,2325.8,2060 warmer Sommer mit Klimaschutz,r5n10004,7.381,1.85,53614.8,80764.6,624323.2,11778.4,232470.6,34875.9,624323.2,80764.6
r5n10005,10.56,2000 Durchschnittsjahr,32.73,96.74,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.1554,96.74,403.8,2000 Durchschnittsjahr,r5n10005,7.555,1.262,23452.2,82818.5,503252,15771.6,223963.3,33183.4,503252,82818.5
r5n10006,66.83,2060 warmer Sommer mit Klimaschutz,30.23,53.15,Q-Air 4-fach Krypton U=0.3 g=20%,ROLLER-SHADE,0.1733,53.15,1532.7,2060 warmer Sommer mit Klimaschutz,r5n10006,7.309,1.275,43315.9,66862.1,549256.2,14666.5,214492.5,32815.2,549256.2,66862.1
r5n10007,53.25,2060 Durchschnittsjahr mit Klimaschutz,49.65,96.4,Standard 2-fach Argon U=1.1 g=34%,ROLLER-SHADE,0.1839,96.4,1287,2060 Durchschnittsjahr mit Klimaschutz,r5n10007,7.415,1.833,37396,78579.6,570373,13023.6,222250.8,33229.3,570373,78579.6
r5n10008,9.357,2060 warmer Sommer mit Klimaschutz,9.384,58.48,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1159,58.48,327.2,2060 warmer Sommer mit Klimaschutz,r5n10008,7.408,0.5991,37450.2,73395.6,449336.3,24992,237548.3,36396.5,449336.3,73395.6
r5n10009,48.38,2060 Durchschnittsjahr mit Klimaschutz,55.68,85.76,Standard 2-fach Argon U=1.1 g=34%,<value not set>,0.1377,85.76,809.9,2060 Durchschnittsjahr mit Klimaschutz,r5n10009,7.446,2.262,37708.3,84564.6,564998.2,12992.9,229695,34063.7,564998.2,84564.6
r5n10010,3.959,2060 warmer Sommer mit Klimaschutz,91.07,70.27,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.1598,70.27,1944.7,2060 warmer Sommer mit Klimaschutz,r5n10010,7.413,1.927,52367.1,80721.4,605446.6,11983.8,232039.1,34802.3,605446.6,80721.4
r5n10011,19.18,2060 warmer Sommer mit Klimaschutz,75.72,51.98,SGG Planitherm 3-fach Argon U=0.7 g=42%,ROLLER-SHADE,0.1452,51.98,2147.3,2060 warmer Sommer mit Klimaschutz,r5n10011,7.388,1.8,49101.4,77836.6,588928,12851.3,228108.9,34339.1,588928,77836.6
r5n10012,83.5,2000 Durchschnittsjahr,26.4,50.12,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1701,50.12,942,2000 Durchschnittsjahr,r5n10012,7.451,1.261,25568.7,75365,529233.2,14447.5,213733,31972.8,529233.2,75365
r5n10013,53.54,2000 Durchschnittsjahr,80.44,75.44,SunGuard 3-fach Argon U=0.6 g=18%,<value not set>,0.1626,75.44,1018.6,2000 Durchschnittsjahr,r5n10013,7.524,2.195,33378.1,91399.6,621930.2,11307.1,232361.2,33972.9,621930.2,91399.6
r5n10014,94.98,2060 Durchschnittsjahr mit Klimaschutz,24.51,72.09,SunGuard 3-fach Argon U=0.6 g=23%,SCREEN-SHADE,0.1429,72.09,1642.6,2060 Durchschnittsjahr mit Klimaschutz,r5n10014,7.393,1.497,34792.2,78001.7,561651,14169,222036.8,33239.1,561651,78001.7
r5n10015,87.9,2000 Durchschnittsjahr,14.41,17.87,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.1565,17.87,2186.2,2000 Durchschnittsjahr,r5n10015,7.471,0.8377,23444.7,70574.1,504876,17053.6,211300.3,31935.6,504876,70574.1
r5n10016,88.65,2060 Durchschnittsjahr mit Klimaschutz,49.15,91.02,SGG Planitherm 3-fach Argon U=0.7 g=42%,ROLLER-SHADE,0.1189,91.02,2153,2060 Durchschnittsjahr mit Klimaschutz,r5n10016,7.451,2.327,39718.5,89505.1,600323.8,12325.3,235736.1,34733.9,600323.8,89505.1
r5n10017,2.244,2000 Durchschnittsjahr,5.786,46.68,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1346,46.68,2088.8,2000 Durchschnittsjahr,r5n10017,7.669,0.3247,20807.4,74655.6,446685.3,27838,234107.9,35676.3,446685.3,74655.6
r5n10018,64.71,2060 Durchschnittsjahr mit Klimaschutz,85.6,65.09,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.163,65.09,2168.1,2060 Durchschnittsjahr mit Klimaschutz,r5n10018,7.441,2.274,45226.9,84831.4,627685.4,11292.8,231469.2,34358.8,627685.4,84831.4
r5n10019,31.87,2000 Durchschnittsjahr,44.08,59.6,Q-Air 4-fach Krypton U=0.3 g=20%,ROLLER-SHADE,0.1802,59.6,1029.6,2000 Durchschnittsjahr,r5n10019,7.498,1.331,24803.5,76316.9,530019.8,14600.1,214715.7,32069.4,530019.8,76316.9
r5n10020,70.59,2000 Durchschnittsjahr,64.43,49.58,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.1407,49.58,2064.4,2000 Durchschnittsjahr,r5n10020,7.513,1.956,30145.5,88175.3,587127.5,12329.6,228324.2,33518.4,587127.5,88175.3
r5n10021,27.25,2060 Durchschnittsjahr mit Klimaschutz,54.85,4.225,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.119,4.225,1195.6,2060 Durchschnittsjahr mit Klimaschutz,r5n10021,7.451,1.026,32335.1,77121.6,531190.1,16090,222948.9,33475.4,531190.1,77121.6
r5n10022,72.57,2000 Durchschnittsjahr,12.94,24.79,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.1235,24.79,2958.9,2000 Durchschnittsjahr,r5n10022,7.573,0.817,22262.4,80055.1,497553.4,17910.9,223721.5,33369.7,497553.4,80055.1
r5n10023,61.94,2060 warmer Sommer mit Klimaschutz,25.99,15.94,SunGuard 3-fach Argon U=0.6 g=23%,SCREEN-SHADE,0.121,15.94,954.8,2060 warmer Sommer mit Klimaschutz,r5n10023,7.369,0.8481,40772.6,71655.1,519348.9,16949.9,222943.1,33928.5,519348.9,71655.1
r5n10024,1.02,2060 Durchschnittsjahr mit Klimaschutz,16.59,11.27,SGG Planitherm 3-fach Argon U=0.7 g=42%,SCREEN-SHADE,0.1011,11.27,1833.4,2060 Durchschnittsjahr mit Klimaschutz,r5n10024,7.567,0.2536,27006.8,79565.4,473626,27845,243889.8,37018.3,473626,79565.4
r5n10025,38.93,2060 Durchschnittsjahr mit Klimaschutz,94.95,39.87,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.1744,39.87,1211,2060 Durchschnittsjahr mit Klimaschutz,r5n10025,7.429,1.936,44347.8,80136.2,608083.3,11841.6,226195.4,33805.4,608083.3,80136.2
r5n10026,99.1,2000 Durchschnittsjahr,56.05,90.83,Q-Air 4-fach Krypton U=0.3 g=20%,ROLLER-SHADE,0.1223,90.83,2435.1,2000 Durchschnittsjahr,r5n10026,7.531,2.491,32244.2,97481.4,607561.8,11493.2,239450.2,34735.6,607561.8,97481.4
r5n10027,22.95,2000 Durchschnittsjahr,24.59,32.67,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.1986,32.67,1866.4,2000 Durchschnittsjahr,r5n10027,7.475,0.6818,21648.7,63318.9,473616,19292.6,205382.1,31479.7,473616,63318.9
r5n10028,53.82,2000 Durchschnittsjahr,51.25,41.8,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1254,41.8,284.9,2000 Durchschnittsjahr,r5n10028,7.476,1.557,27300.9,87230.3,556820.3,13709.8,227951.2,33530.1,556820.3,87230.3
r5n10029,46.63,2000 Durchschnittsjahr,91.91,85.06,SGG Planitherm 3-fach Argon U=0.7 g=42%,ROLLER-SHADE,0.1891,85.06,509.7,2000 Durchschnittsjahr,r5n10029,7.516,2.21,35972.5,92842.9,620817.9,10743.6,234669.5,34265.7,620817.9,92842.9
r5n10030,13.48,2000 Durchschnittsjahr,59.2,68.76,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.1016,68.76,1871.7,2000 Durchschnittsjahr,r5n10030,7.642,1.59,25342.3,99091.6,554344.1,13977.8,241751.3,35013.4,554344.1,99091.6
r5n10031,33.27,2060 Durchschnittsjahr mit Klimaschutz,67.5,23.69,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1815,23.69,2050.5,2060 Durchschnittsjahr mit Klimaschutz,r5n10031,7.379,1.431,36570.7,70087.4,568254.9,14044.5,213213.7,32318.2,568254.9,70087.4
r5n10032,87.03,2060 Durchschnittsjahr mit Klimaschutz,40.33,82.36,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.1555,82.36,2009.8,2060 Durchschnittsjahr mit Klimaschutz,r5n10032,7.401,1.79,37613.9,80130.5,584092.4,13056.4,224329.7,33472.3,584092.4,80130.5
r5n10033,51.52,2000 Durchschnittsjahr,69.17,97.11,SGG Planitherm 3-fach Argon U=0.7 g=42%,SCREEN-SHADE,0.1543,97.11,1398.6,2000 Durchschnittsjahr,r5n10033,7.545,2.133,31514.4,93542.9,600053.6,11631.8,234451.9,34168.5,600053.6,93542.9
r5n10034,16.13,2060 warmer Sommer mit Klimaschutz,12.62,52.9,Standard 2-fach Argon U=1.1 g=34%,ROLLER-SHADE,0.1275,52.9,108.7,2060 warmer Sommer mit Klimaschutz,r5n10034,7.331,0.6768,38173.1,69588.2,442817,22622,229065.4,35195.5,442817,69588.2
r5n10035,54.46,2060 Durchschnittsjahr mit Klimaschutz,47.19,22.64,SunGuard 3-fach Argon U=0.6 g=23%,SCREEN-SHADE,0.1993,22.64,2584.6,2060 Durchschnittsjahr mit Klimaschutz,r5n10035,7.322,1.215,33968.7,64475.5,561641.2,14882.5,206298.5,31547.5,561641.2,64475.5
r5n10036,83.14,2060 warmer Sommer mit Klimaschutz,97.5,5.389,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.1506,5.389,1716.8,2060 warmer Sommer mit Klimaschutz,r5n10036,7.353,1.893,59471.1,78368.9,657210.2,10930.8,231526.4,34906.1,657210.2,78368.9
r5n10037,86.25,2060 Durchschnittsjahr mit Klimaschutz,35.91,19.9,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1077,19.9,2901.1,2060 Durchschnittsjahr mit Klimaschutz,r5n10037,7.432,1.243,33527.6,82034.4,569097,14830,227401.6,33863.7,569097,82034.4
r5n10038,19.2,2000 Durchschnittsjahr,96.45,2.535,SunGuard 3-fach Argon U=0.6 g=23%,<value not set>,0.1641,2.535,1090.4,2000 Durchschnittsjahr,r5n10038,7.501,1.429,31371.3,80700.6,596089.3,12673.8,220542,32747.4,596089.3,80700.6
r5n10039,32.83,2060 Durchschnittsjahr mit Klimaschutz,46.95,1.487,SunGuard 3-fach Argon U=0.6 g=23%,<value not set>,0.1711,1.487,175,2060 Durchschnittsjahr mit Klimaschutz,r5n10039,7.27,0.847,32427.5,62698,494085.1,16780.1,206627.6,31753.9,494085.1,62698
r5n10040,55.5,2060 warmer Sommer mit Klimaschutz,14.13,42.83,SunGuard 3-fach Argon U=0.6 g=23%,SCREEN-SHADE,0.1877,42.83,1392.4,2060 warmer Sommer mit Klimaschutz,r5n10040,7.285,0.8499,39077.6,58998.4,509427.4,18256.7,208808.3,32451.5,509427.4,58998.4
r5n10041,59.46,2000 Durchschnittsjahr,68.82,10.07,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.1691,10.07,539,2000 Durchschnittsjahr,r5n10041,7.424,1.549,29783.2,76925.4,561125.1,13078.8,215703.1,32195.8,561125.1,76925.4
r5n10042,43.42,2060 Durchschnittsjahr mit Klimaschutz,67.7,81.8,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1785,81.8,1170.9,2060 Durchschnittsjahr mit Klimaschutz,r5n10042,7.428,1.97,39996.9,80341.8,583465.2,12461.7,224953.8,33566.3,583465.2,80341.8
