Name,Glasanteil_Süd_[%],Glasanteil_WestOst_[%],Glasanteil_Nord_[%],Produktwahl_Verglasung,Produktwahl_Verschattung,Dämmstärke_[m],VolSpez_Wärmekap_[kJ/m3K],Klimaszenario,,Anteil_Unzufrieden_[%],Tageslichtfaktor_[%],Kühlenergie_[kWh/Jahr],Heizenergie_[kWh/Jahr],Energie_Kunstlicht_[kWh/Jahr],Primärenergie_Total_[kWh/Jahr],Betriebskosten_[EUR/Jahr],Investitionskosten_[EUR]
r6n10050,22.2,67.93,27.51,U=0.6 g=23%,roller,0.156,426.1,2000,r6n10050,7.477,1.414,27318.5,79636.9,13946.1,219104.9,32578.6,543028.7
r6n10051,40.92,94.55,20.72,U=0.6 g=18%,screen,0.1784,1429.7,2060 Warm,r6n10051,7.34,1.764,54938.3,74036.4,11725.1,224943.6,34088.6,622610.1
r6n10052,5.468,98.86,92.97,U=0.6 g=23%,none,0.1055,2560.1,2060,r6n10052,7.566,2.062,43160.3,98882.9,11507.1,247788.1,36110.7,609953.5
r6n10053,84.6,68.87,3.024,U=0.7 g=42%,roller,0.102,2297.2,2000,r6n10053,7.532,1.645,29786.9,93087.1,12632.4,234658.3,34243.4,589094.6
r6n10054,22.11,16.68,57.22,U=0.7 g=42%,roller,0.1901,1318.6,2060 Warm,r6n10054,7.324,0.7451,37666.6,58904.7,20048.7,211076.7,32865.1,492444.6
r6n10055,18.45,62.89,79.88,U=1.1 g=34%,screen,0.1407,1735.7,2000,r6n10055,7.577,1.979,27100.8,90252.8,13262.3,230714.3,33773.4,562258.8
r6n10056,48.01,15.71,97.32,U=0.6 g=18%,roller,0.1073,1793.6,2060,r6n10056,7.529,1.243,30295.9,87908.6,16415.9,235497.1,34823.7,521641
r6n10057,3.287,80.73,35.66,U=0.6 g=18%,screen,0.1792,278.5,2060 Warm,r6n10057,7.31,1.471,48767.1,70167.1,13637.4,219960.4,33518.4,553131.2
r6n10058,36.27,27.63,89.49,U=0.6 g=23%,roller,0.131,278.8,2060,r6n10058,7.421,1.598,31890.3,81069.7,15540.9,226520.7,33786.2,502783.1
r6n10059,19.64,71.86,75.81,U=0.6 g=23%,none,0.193,831.9,2000,r6n10059,7.518,1.768,29389.1,83468.6,12684.5,222758.3,32913.9,585908.7
r6n10060,86.2,61.23,27.75,U=0.7 g=42%,roller,0.1587,2747.2,2000,r6n10060,7.465,1.754,30277.2,81591.7,12592.4,220827.8,32724.5,577467.8
r6n10061,78.38,54.65,94.48,U=0.6 g=23%,screen,0.1033,2201.9,2060 Warm,r6n10061,7.431,2.181,51651.9,90895.3,11751.8,243622,36029.2,611919.2
r6n10062,6.671,59.09,59.07,U=1.1 g=34%,screen,0.1526,789.9,2000,r6n10062,7.548,1.406,25493.4,82785.4,14635.3,223097.6,33031.2,536655.4
r6n10063,19.9,59.43,6.453,U=1.1 g=34%,screen,0.1443,1549.6,2060 Warm,r6n10063,7.345,1.039,43523.3,68298.1,15691.2,218219,33362.4,546289.4
r6n10064,74.74,22.4,86.39,U=0.3 g=20%,roller,0.1411,2342,2060 Warm,r6n10064,7.376,1.658,43705.6,76105.1,14245,225271.8,33975.2,556696.5
r6n10065,29.45,74.34,27.96,U=0.7 g=42%,screen,0.1642,2846.2,2060 Warm,r6n10065,7.337,1.536,48549.9,71841.7,13173.4,221036.7,33571.9,593065.3
r6n10066,67.43,48.54,36.32,U=0.6 g=18%,roller,0.1898,2961.2,2060 Warm,r6n10066,7.281,1.496,46546.1,66455.7,13595.6,214012.3,32763,584962.1
r6n10067,92.64,96.64,47.17,U=0.3 g=20%,none,0.1871,678.2,2000,r6n10067,7.476,2.343,39895.6,90920.4,10262.2,233804.6,34271.1,644321
r6n10068,50.19,36.34,2.013,U=0.7 g=42%,screen,0.1587,1723.5,2060 Warm,r6n10068,7.293,0.7411,41049.6,61953.3,16867.9,211102.4,32616.4,532618.4
r6n10069,83.24,1.904,80.08,U=0.6 g=23%,roller,0.1469,2135.3,2060 Warm,r6n10069,7.364,1.269,40617.2,70886.4,16903.3,221821.9,33791.9,529342.1
r6n10070,9.683,61.89,17.76,U=0.3 g=20%,roller,0.177,1869.8,2060,r6n10070,7.389,1.1,33172.6,66821.9,15982.3,210664,32133.5,540147.6
r6n10071,45.01,85.03,78.88,U=0.7 g=42%,none,0.1148,2762.6,2060 Warm,r6n10071,7.439,2.465,54861.8,89942.6,11064.5,243146.4,36023.2,632870.9
r6n10072,26.61,59.03,93.53,U=0.7 g=42%,roller,0.1129,1532.8,2000,r6n10072,7.611,2.083,27237.9,98509.1,12962.2,240348.1,34810.8,569006.9
r6n10073,97.09,83.15,86.38,U=0.6 g=23%,none,0.1219,2176.9,2000,r6n10073,7.543,2.8,37439.2,102083.8,10200.7,245864.5,35500.6,645204.7
r6n10074,1.471,49.98,95.82,U=1.1 g=34%,roller,0.1831,1699.8,2060 Warm,r6n10074,7.386,1.392,43716.3,72333.2,14609.9,221320,33581.9,544430.1
r6n10075,46.79,92.88,38,U=0.7 g=42%,roller,0.1242,2267.3,2000,r6n10075,7.559,2.026,33174.3,94408.8,11473.6,236217.5,34412.6,611244.6
r6n10076,32.26,31.1,91.96,U=0.3 g=20%,none,0.1043,1176.8,2060 Warm,r6n10076,7.474,1.358,42365.7,86080.5,14921.5,237873.7,35400.8,529538.9
r6n10077,42.08,80.31,84.76,U=0.6 g=23%,roller,0.1879,551.3,2060 Warm,r6n10077,7.366,2.074,54576.9,79761,11277.7,230917.4,34681.7,612419.3
r6n10078,48.38,78.9,57.12,U=0.6 g=23%,roller,0.1697,1433.9,2060,r6n10078,7.422,2.013,41954.6,80265.2,12141.8,225455.1,33662.5,598863
r6n10079,66.03,23.78,27.31,U=0.6 g=23%,roller,0.1632,2068.3,2000,r6n10079,7.481,0.9465,23224.3,71605.6,16131.8,210771.5,31755,501252.8
r6n10080,24.03,60.84,93.79,U=0.3 g=20%,roller,0.1997,763,2060 Warm,r6n10080,7.354,1.789,48313.8,74145,12795.5,223025.5,33736.3,568223
r6n10081,97.13,49.06,75.12,U=0.7 g=42%,none,0.1369,2851.2,2000,r6n10081,7.508,2.023,30231.6,90829.9,12162,231319.8,33833.8,585354.9
r6n10082,99.47,34.19,1.497,U=0.3 g=20%,roller,0.1654,249.4,2000,r6n10082,7.335,0.9675,27586.8,70736.6,14744.8,209823.1,31657.9,522719.6
r6n10083,40.9,16.86,44.75,U=0.3 g=20%,none,0.1982,528.1,2060,r6n10083,7.318,0.7949,29109.1,59336.3,18991.7,204507.6,31653.9,482478.1
r6n10084,95.44,5.438,46.67,U=0.6 g=23%,roller,0.1716,1326.7,2000,r6n10084,7.47,0.9525,23927.9,70719.4,16797.6,211310,31925.1,513292.9
r6n10085,18.23,67.81,47.57,U=0.6 g=18%,roller,0.1087,2428.1,2000,r6n10085,7.61,1.587,26304.8,95117.7,13627.6,236841.7,34465.3,572390.3
r6n10086,16.74,34.83,94.25,U=0.3 g=20%,roller,0.1676,2359.7,2060,r6n10086,7.463,1.207,31021.7,75442.8,15610.6,219241.3,32951.7,528147.5
r6n10087,81.78,3.713,19.46,U=0.6 g=23%,roller,0.1572,1556.6,2060 Warm,r6n10087,7.286,0.6453,38949.6,60181.8,19840,213034.4,33109.1,510325.6
r6n10088,33.72,99.63,34.09,U=1.1 g=34%,roller,0.1492,708.7,2000,r6n10088,7.522,1.897,34193.1,89829.6,11515,231305.1,33914.5,608218.9
r6n10089,63.59,51.64,85.92,U=0.7 g=42%,none,0.1654,1054.2,2000,r6n10089,7.505,2.058,29039.4,86613.3,12547.9,226146.4,33258.6,587192.9
r6n10090,72.05,24.43,82.47,U=1.1 g=34%,roller,0.1316,689.8,2060 Warm,r6n10090,7.369,1.656,44080.3,77573.5,14229.4,227258.2,34208.8,540691.9
r6n10091,85.95,42.01,23.45,U=1.1 g=34%,roller,0.1902,2756.4,2060 Warm,r6n10091,7.252,1.286,46435.2,64090.5,13907.3,211611.8,32530,584651.8
r6n10092,46.29,13.07,29.59,U=0.3 g=20%,none,0.1103,39.95,2060 Warm,r6n10092,7.319,0.7001,40230.1,74063.4,20624,232179.6,35380.6,453043.2
r6n10093,45.45,21.28,30.78,U=0.6 g=23%,roller,0.1861,2620.1,2060,r6n10093,7.345,0.7885,29054.1,60867,18366.1,205217.8,31654,518679.8
r6n10094,2.571,80.14,8.111,U=0.7 g=42%,roller,0.1818,440.3,2000,r6n10094,7.457,1.121,27737.7,73361.8,14629.9,212925,31994.5,553070.1
r6n10095,97.59,72.66,38.18,U=1.1 g=34%,screen,0.1838,1615.2,2000,r6n10095,7.453,1.989,34601.3,83556.5,11489.6,223839.2,33099.9,611075.7
r6n10096,23.27,31.84,20.69,U=0.6 g=18%,none,0.1962,2163.1,2060 Warm,r6n10096,7.275,0.669,38688.4,55892.7,18750,205665.6,32147.4,514642.9
r6n10097,6.02,20.47,39.84,U=0.3 g=20%,screen,0.1713,2949.6,2000,r6n10097,7.528,0.5387,21220.8,66745.3,24107,217976,33448,465311.2
r6n10098,64.78,26.84,12.99,U=0.3 g=20%,roller,0.1582,797.2,2060 Warm,r6n10098,7.278,0.8407,41083.2,62295.2,16800,211416,32644.2,517804.2
r6n10099,75.17,61.85,54.33,U=0.3 g=20%,screen,0.1725,2374.5,2060 Warm,r6n10099,7.328,1.959,51468.9,74695.5,12131.8,224397.3,33936.1,611981.6
r6n10100,9.38,53.09,56.06,U=1.1 g=34%,roller,0.1583,712.5,2060 Warm,r6n10100,7.36,1.311,43518.1,70707.5,15115.8,220128.1,33503.5,528472.9
r6n10101,94.23,65.2,84.43,U=0.6 g=23%,none,0.1785,898.4,2060 Warm,r6n10101,7.353,2.403,56401.3,80495.7,11085.7,232562.5,34914.7,630062.2
r6n10102,50.94,79.89,15.83,U=0.6 g=23%,none,0.1061,2223.4,2060,r6n10102,7.471,1.729,39674.7,87208.3,12818.2,233789.1,34576.4,598833.2
r6n10103,77.25,48.38,63.39,U=1.1 g=34%,screen,0.1442,2502.4,2060 Warm,r6n10103,7.354,1.85,48651.8,77330,12712.3,226975.6,34178.4,594500.1
r6n10104,56.08,39.51,8.19,U=0.3 g=20%,screen,0.1018,2481.5,2060,r6n10104,7.482,0.9716,31329.3,82935.3,16057.6,229392.6,34145,546356.3
r6n10105,52.35,18.8,69.28,U=0.7 g=42%,none,0.1679,100.1,2000,r6n10105,7.43,1.114,24473.2,75338.5,16044.6,215933.3,32368.2,486056.2
r6n10106,90.13,84.19,78.44,U=1.1 g=34%,none,0.1162,1092.9,2060 Warm,r6n10106,7.425,2.736,60066.2,91245.9,10337.6,246551.2,36524.1,659996.9
r6n10107,20.94,17.89,67.45,U=0.6 g=23%,none,0.1773,1959.7,2060,r6n10107,7.424,0.8272,28228.9,65887.3,19329.7,212590.7,32555.6,498968.6
r6n10108,10.02,29.72,0.4967,U=0.7 g=42%,screen,0.1189,2553.3,2000,r6n10108,7.596,0.3587,21491.9,77773.5,24966,233161.1,35248.1,468216.7
r6n10109,27.32,81.19,74.82,U=0.6 g=23%,screen,0.1691,1769.7,2000,r6n10109,7.549,1.953,31206.4,89240.1,11901.8,229487.6,33638.4,606733.1
r6n10110,63.2,67.16,80.78,U=1.1 g=34%,roller,0.1809,1877.7,2060 Warm,r6n10110,7.357,2.111,52939.9,78143.6,11605.3,228549,34392.2,615655.6
