Name,Glasanteil_Süd_[%],Glasanteil_WestOst_[%],Glasanteil_Nord_[%],Produktwahl_Verglasung,Produktwahl_Verschattung,Dämmstärke_[m],VolSpez_Wärmekap_[kJ/m3K],Klimaszenario,,Anteil_Unzufrieden_[%],Tageslichtfaktor_[%],Kühlenergie_[kWh/Jahr],Heizenergie_[kWh/Jahr],Energie_Kunstlicht_[kWh/Jahr],Primärenergie_Total_[kWh/Jahr],Betriebskosten_[EUR/Jahr],Investitionskosten_[EUR]
r5n10066,20.34,74.93,53.68,U=0.6 g=18%,none,0.1104,2955.8,2000,r5n10066,7.571,2.148,34296,92991.1,12032.5,239492.9,35116.4,646503.6
r5n10067,68.85,60.91,58.46,U=0.7 g=42%,roller,0.1504,1821.6,2000,r5n10067,7.485,6.794,104387.4,64362.5,5911.1,235534.6,36786.9,707425.5
r5n10068,9.969,26.44,12.92,U=0.6 g=23% ,none,0.1964,1152.8,2000,r5n10068,7.361,1.122,23945.9,54764.6,15546.9,192889.1,29955.6,487154.1
r5n10069,41.41,16.96,6.483,U=0.7 g=42%,screen,0.1695,2531.3,2000,r5n10069,7.348,1.951,29008.1,56674.3,12748.4,193225.7,29857,515321.5
r5n10070,42.65,19.55,63.3,U=0.7 g=42%,screen,0.1092,2475.8,2000,r5n10070,7.507,3.439,37739.6,79103.1,8973.7,219080.7,32618.9,549561.1
r5n10071,29.88,91.19,96.52,U=0.6 g=18%,roller,0.1106,1154.7,2000,r5n10071,7.582,2.671,42624.4,101517,10066.3,251367.8,36532.1,702332.7
r5n10072,11.64,70.08,17.63,U=0.7 g=42%,screen,0.1654,162.1,2060 Warm,r5n10072,7.246,4.351,75293,60575.8,7663.9,216724.5,33736.5,633601
r5n10073,72.72,2.993,58.71,U=0.3 g=20%,none,0.137,1300.5,2060,r5n10073,7.12,1.257,34511.4,50576.1,13994.3,191366.2,30031.2,521965.6
r5n10074,64.26,59.97,43.09,U=0.6 g=23% ,roller,0.1475,1600.6,2060,r5n10074,7.317,3.784,56453.9,68921.4,9264.8,218436.4,33349.5,660747.6
r5n10075,83.04,37.4,77.47,U=0.6 g=23% ,screen,0.1048,2788.9,2000,r5n10075,7.48,3.569,38650.1,85808.4,8922,227730.8,33608.9,621591.4
r5n10076,99.09,90.97,49.17,U=0.7 g=42%,screen,0.1925,1243.6,2060,r5n10076,7.638,8.069,113149,71964.8,5491.3,249380.4,38632.2,818295.6
r5n10077,65.65,83.68,42.76,U=0.6 g=23% ,roller,0.1748,754,2060,r5n10077,7.363,4.398,68729.3,70837.9,8268.7,226351.9,34606.3,735297.7
r5n10078,9.214,69.03,73.52,U=0.6 g=23% ,screen,0.1699,119.5,2060,r5n10078,7.333,3.635,49513.9,72832.9,9519.3,219517.5,33217.8,595320.7
r5n10079,33.72,63.74,47.06,U=0.6 g=18%,roller,0.1174,1549.6,2060,r5n10079,7.441,2.061,43607.4,81635.6,12694.4,232445.6,34799.1,626070.5
r5n10080,15.53,53.79,24.01,U=0.6 g=23% ,roller,0.1951,2246.7,2060,r5n10080,7.291,2.378,42994.8,58897.8,11650.3,202408.9,31315.2,591714.8
r5n10081,13.32,83.66,86.81,U=0.6 g=23% ,none,0.1387,921.6,2060,r5n10081,7.465,4.181,61523.8,80004.5,8523.4,233686.9,35156.8,685801.9
r5n10082,57.53,6.325,69.03,U=1.1 g=34%,roller,0.1102,1208.3,2000,r5n10082,7.538,2.586,29635.4,97540,9123,237026.8,34297.1,576490.6
r5n10083,68.84,34.04,10.95,U=0.3 g=20%,roller,0.1316,1775.9,2060,r5n10083,7.125,2.189,42082,51023.5,12415.2,193609,30395.2,576875.3
r5n10084,24.38,98.98,64.77,U=0.7 g=42%,screen,0.192,39.29,2060 Warm,r5n10084,7.566,7.108,112313.6,71399.7,5802.3,248821.1,38578.8,755941
r5n10085,61.54,27.25,32.8,U=0.3 g=20%,roller,0.1363,2829.2,2060,r5n10085,7.145,2.099,39497.1,51525.1,12664.5,193120.2,30266.1,568224.6
r5n10086,42.28,39.56,32.1,U=0.3 g=20%,screen,0.1118,2946.9,2060 Warm,r5n10086,7.21,2.327,50433.7,58946.2,11894.1,207435.4,32210.2,585047.9
r5n10087,18.13,12.01,46.8,U=0.6 g=18%,screen,0.1758,2974,2060 Warm,r5n10087,7.278,0.6706,38975.2,55306.9,21695.1,213754,33642.9,520622
r5n10088,93.91,37.52,0.4264,U=0.6 g=18%,roller,0.1849,2745,2060 Warm,r5n10088,7.154,1.446,53526.1,57374.5,13106.5,209549.8,32719.2,640254.4
r5n10089,80.99,31.91,29.85,U=0.3 g=20%,roller,0.1238,2830.9,2060,r5n10089,7.122,2.47,44659.1,52538.5,11599.2,195542.8,30615.2,594286.8
r5n10090,52.45,59.71,67.88,U=1.1 g=34%,none,0.1274,2368.5,2000,r5n10090,7.624,6.61,62972.7,108266.7,5848.1,264235.5,38273.3,704635
r5n10091,24.34,73.36,55.12,U=0.6 g=18%,roller,0.1496,824.3,2060,r5n10091,7.419,2.142,46469.9,78369.7,12220.9,229318.5,34511,633921.8
r5n10092,91.23,44.37,84.65,U=0.7 g=42%,roller,0.1256,1831.9,2060,r5n10092,7.538,6.668,119329.3,64700,6417.6,245879.2,38609.2,751921.2
r5n10093,79.06,20.07,85.12,U=1.1 g=34%,screen,0.1556,921.9,2060,r5n10093,7.498,4.306,44701.1,98735.5,7425.3,244522.5,35538.8,611123.5
r5n10094,15.63,57.81,44.96,U=0.6 g=23% ,none,0.1278,1908.1,2060,r5n10094,7.401,3.029,46302,72999.2,10647.1,219820.9,33258.2,602139.6
r5n10095,24.99,62.21,24.02,U=0.3 g=20%,none,0.1848,836.4,2000,r5n10095,7.243,2.733,39448.4,49507.6,11203.5,187943,29507.7,559422.4
r5n10096,51.5,15.86,82.93,U=0.6 g=23% ,none,0.159,2314,2060 Warm,r5n10096,7.219,2.15,49041.1,61405.8,11178.5,208314.1,32163,565504.8
r5n10097,29.3,30.17,0.4886,U=1.1 g=34%,screen,0.1965,1695.5,2060 Warm,r5n10097,7.295,2.336,42915.2,63984.2,11052.8,207563.9,31814.7,565596
r5n10098,23.43,39.33,40.04,U=0.6 g=23% ,screen,0.1219,743.9,2000,r5n10098,7.469,2.332,28343.6,77942.1,11884.9,217267.1,32390.7,566647.7
r5n10099,63.9,70.8,73.08,U=0.3 g=20%,roller,0.1291,2903.3,2000,r5n10099,7.283,4.255,53334.7,57602.4,8597.6,201480.7,31256.7,626848.3
r5n10100,79.18,85.06,9.933,U=0.7 g=42%,roller,0.1416,2899.6,2060,r5n10100,7.755,6.645,143597.8,61555.1,6211.4,256221.5,40720.7,832750.9
